# q=  0.12625870E-03  0.12625870E-03  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     125     -0.37816120E-07     -0.37843774E-07     -0.67991672E-04     -0.33691068E-02
     126     -0.37817330E-07     -0.37843774E-07     -0.68787963E-04     -0.33691068E-02
     127     -0.37818631E-07     -0.37843774E-07     -0.69771450E-04     -0.33691068E-02
     128     -0.37819950E-07     -0.37843774E-07     -0.70899659E-04     -0.33691068E-02
     129     -0.37821047E-07     -0.37843774E-07     -0.71905760E-04     -0.33691068E-02
     130     -0.37822090E-07     -0.37843774E-07     -0.72871468E-04     -0.33691068E-02
     131     -0.37823049E-07     -0.37843774E-07     -0.73795105E-04     -0.33691068E-02
     132     -0.37824152E-07     -0.37843774E-07     -0.75013311E-04     -0.33691068E-02
     133     -0.37825033E-07     -0.37843774E-07     -0.76057608E-04     -0.33691068E-02
     134     -0.37825978E-07     -0.37843774E-07     -0.77278990E-04     -0.33691068E-02
     135     -0.37826699E-07     -0.37843774E-07     -0.78379681E-04     -0.33691068E-02
     136     -0.37827442E-07     -0.37843774E-07     -0.79413743E-04     -0.33691068E-02
     137     -0.37828069E-07     -0.37843774E-07     -0.80466115E-04     -0.33691068E-02
     138     -0.37828690E-07     -0.37843774E-07     -0.81621108E-04     -0.33691068E-02
     139     -0.37829204E-07     -0.37843774E-07     -0.82766042E-04     -0.33691068E-02
     140     -0.37829759E-07     -0.37843774E-07     -0.84075836E-04     -0.33691068E-02
     141     -0.37830232E-07     -0.37843774E-07     -0.85214814E-04     -0.33691068E-02
     142     -0.37830745E-07     -0.37843774E-07     -0.86500914E-04     -0.33691068E-02
     143     -0.37831172E-07     -0.37843774E-07     -0.87628173E-04     -0.33691068E-02
     144     -0.37831688E-07     -0.37843774E-07     -0.89078933E-04     -0.33691068E-02
     145     -0.37832140E-07     -0.37843774E-07     -0.90400385E-04     -0.33691068E-02
     146     -0.37832618E-07     -0.37843774E-07     -0.91888677E-04     -0.33691068E-02
     147     -0.37833047E-07     -0.37843774E-07     -0.93417062E-04     -0.33691068E-02
     148     -0.37833437E-07     -0.37843774E-07     -0.94933027E-04     -0.33691068E-02
     149     -0.37833848E-07     -0.37843774E-07     -0.96734662E-04     -0.33691068E-02
     150     -0.37834228E-07     -0.37843774E-07     -0.98512632E-04     -0.33691068E-02
     151     -0.37834569E-07     -0.37843774E-07     -0.10036230E-03     -0.33691068E-02
     152     -0.37834863E-07     -0.37843774E-07     -0.10221968E-03     -0.33691068E-02
     153     -0.37835147E-07     -0.37843774E-07     -0.10423440E-03     -0.33691068E-02
     154     -0.37835434E-07     -0.37843774E-07     -0.10651412E-03     -0.33691068E-02
     155     -0.37835687E-07     -0.37843774E-07     -0.10868981E-03     -0.33691068E-02
     156     -0.37835922E-07     -0.37843774E-07     -0.11100778E-03     -0.33691068E-02
     157     -0.37836152E-07     -0.37843774E-07     -0.11337044E-03     -0.33691068E-02
     158     -0.37836368E-07     -0.37843774E-07     -0.11633096E-03     -0.33691068E-02
     159     -0.37836586E-07     -0.37843774E-07     -0.11948592E-03     -0.33691068E-02
     160     -0.37836793E-07     -0.37843774E-07     -0.12249147E-03     -0.33691068E-02
     161     -0.37837004E-07     -0.37843774E-07     -0.12628815E-03     -0.33691068E-02
     162     -0.37837194E-07     -0.37843774E-07     -0.13045354E-03     -0.33691068E-02
     163     -0.37837369E-07     -0.37843774E-07     -0.13500750E-03     -0.33691068E-02
     164     -0.37837508E-07     -0.37843774E-07     -0.13920194E-03     -0.33691068E-02
     165     -0.37837657E-07     -0.37843774E-07     -0.14472464E-03     -0.33691068E-02
     166     -0.37837785E-07     -0.37843774E-07     -0.14959565E-03     -0.33691068E-02
     167     -0.37837910E-07     -0.37843774E-07     -0.15536006E-03     -0.33691068E-02
     168     -0.37838016E-07     -0.37843774E-07     -0.16129571E-03     -0.33691068E-02
     169     -0.37838129E-07     -0.37843774E-07     -0.16885715E-03     -0.33691068E-02
     170     -0.37838226E-07     -0.37843774E-07     -0.17566664E-03     -0.33691068E-02
     171     -0.37838307E-07     -0.37843774E-07     -0.18305550E-03     -0.33691068E-02
     172     -0.37838377E-07     -0.37843774E-07     -0.19183810E-03     -0.33691068E-02
     173     -0.37838443E-07     -0.37843774E-07     -0.20074080E-03     -0.33691068E-02
     174     -0.37838508E-07     -0.37843774E-07     -0.21020754E-03     -0.33691068E-02
     175     -0.37838565E-07     -0.37843774E-07     -0.22066148E-03     -0.33691068E-02
     176     -0.37838615E-07     -0.37843774E-07     -0.23104717E-03     -0.33691068E-02
     177     -0.37838659E-07     -0.37843774E-07     -0.24156664E-03     -0.33691068E-02
     178     -0.37838703E-07     -0.37843774E-07     -0.25326237E-03     -0.33691068E-02
     179     -0.37838742E-07     -0.37843774E-07     -0.26581936E-03     -0.33691068E-02
     180     -0.37838778E-07     -0.37843774E-07     -0.27893757E-03     -0.33691068E-02
     181     -0.37838813E-07     -0.37843774E-07     -0.29297667E-03     -0.33691068E-02
     182     -0.37838850E-07     -0.37843774E-07     -0.30716728E-03     -0.33691068E-02
     183     -0.37838880E-07     -0.37843774E-07     -0.32097270E-03     -0.33691068E-02
     184     -0.37838907E-07     -0.37843774E-07     -0.33446856E-03     -0.33691068E-02
     185     -0.37838935E-07     -0.37843774E-07     -0.34975373E-03     -0.33691068E-02
     186     -0.37838960E-07     -0.37843774E-07     -0.36474791E-03     -0.33691068E-02
     187     -0.37838982E-07     -0.37843774E-07     -0.37977973E-03     -0.33691068E-02
     188     -0.37839005E-07     -0.37843774E-07     -0.39513482E-03     -0.33691068E-02
     189     -0.37839025E-07     -0.37843774E-07     -0.41071276E-03     -0.33691068E-02
     190     -0.37839045E-07     -0.37843774E-07     -0.42826694E-03     -0.33691068E-02
     191     -0.37839063E-07     -0.37843774E-07     -0.44721712E-03     -0.33691068E-02
     192     -0.37839082E-07     -0.37843774E-07     -0.46617590E-03     -0.33691068E-02
     193     -0.37839102E-07     -0.37843774E-07     -0.48647646E-03     -0.33691068E-02
     194     -0.37839119E-07     -0.37843774E-07     -0.50601174E-03     -0.33691068E-02
     195     -0.37839136E-07     -0.37843774E-07     -0.52420914E-03     -0.33691068E-02
     196     -0.37839154E-07     -0.37843774E-07     -0.54474656E-03     -0.33691068E-02
 
# q=  0.11363283E-02  0.11363283E-02  0.00000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.11313851E-06     -0.19157687E-06     -0.21518748E-05     -0.33645338E-02
       2     -0.12431784E-06     -0.19157687E-06     -0.43874348E-05     -0.33645338E-02
       3     -0.12874039E-06     -0.19157687E-06     -0.52329789E-05     -0.33645338E-02
       4     -0.13100958E-06     -0.19157687E-06     -0.63179390E-05     -0.33645338E-02
       5     -0.13678602E-06     -0.19157687E-06     -0.70380166E-05     -0.33645338E-02
       6     -0.13824562E-06     -0.19157687E-06     -0.80977124E-05     -0.33645338E-02
       7     -0.15103204E-06     -0.19157687E-06     -0.10048246E-04     -0.33645338E-02
       8     -0.16066347E-06     -0.19157687E-06     -0.10884776E-04     -0.33645338E-02
       9     -0.16884857E-06     -0.19157687E-06     -0.13370208E-04     -0.33645338E-02
      10     -0.17586613E-06     -0.19157687E-06     -0.15453223E-04     -0.33645338E-02
      11     -0.17786697E-06     -0.19157687E-06     -0.16823868E-04     -0.33645338E-02
      12     -0.18143920E-06     -0.19157687E-06     -0.18933224E-04     -0.33645338E-02
      13     -0.18449013E-06     -0.19157687E-06     -0.21231147E-04     -0.33645338E-02
      14     -0.18527949E-06     -0.19157687E-06     -0.23369994E-04     -0.33645338E-02
      15     -0.18601732E-06     -0.19157687E-06     -0.23895984E-04     -0.33645338E-02
      16     -0.18635947E-06     -0.19157687E-06     -0.24857802E-04     -0.33645338E-02
      17     -0.18669855E-06     -0.19157687E-06     -0.25535130E-04     -0.33645338E-02
      18     -0.18698928E-06     -0.19157687E-06     -0.26645695E-04     -0.33645338E-02
      19     -0.18724477E-06     -0.19157687E-06     -0.27704179E-04     -0.33645338E-02
      20     -0.18751314E-06     -0.19157687E-06     -0.28799665E-04     -0.33645338E-02
      21     -0.18772590E-06     -0.19157687E-06     -0.30124145E-04     -0.33645338E-02
      22     -0.18787198E-06     -0.19157687E-06     -0.30535662E-04     -0.33645338E-02
      23     -0.18801704E-06     -0.19157687E-06     -0.31428500E-04     -0.33645338E-02
      24     -0.18819261E-06     -0.19157687E-06     -0.31802902E-04     -0.33645338E-02
      25     -0.18830371E-06     -0.19157687E-06     -0.32275873E-04     -0.33645338E-02
      26     -0.18840982E-06     -0.19157687E-06     -0.32809593E-04     -0.33645338E-02
      27     -0.18848918E-06     -0.19157687E-06     -0.33178012E-04     -0.33645338E-02
      28     -0.18859275E-06     -0.19157687E-06     -0.33676697E-04     -0.33645338E-02
      29     -0.18866575E-06     -0.19157687E-06     -0.33987850E-04     -0.33645338E-02
      30     -0.18874385E-06     -0.19157687E-06     -0.34341895E-04     -0.33645338E-02
      31     -0.18883766E-06     -0.19157687E-06     -0.34660465E-04     -0.33645338E-02
      32     -0.18895109E-06     -0.19157687E-06     -0.35086279E-04     -0.33645338E-02
      33     -0.18903476E-06     -0.19157687E-06     -0.35333273E-04     -0.33645338E-02
      34     -0.18929603E-06     -0.19157687E-06     -0.36069290E-04     -0.33645338E-02
      35     -0.18941533E-06     -0.19157687E-06     -0.36334987E-04     -0.33645338E-02
      36     -0.18963423E-06     -0.19157687E-06     -0.36980007E-04     -0.33645338E-02
      37     -0.18972752E-06     -0.19157687E-06     -0.37203149E-04     -0.33645338E-02
      38     -0.18979723E-06     -0.19157687E-06     -0.37492008E-04     -0.33645338E-02
      39     -0.18985512E-06     -0.19157687E-06     -0.37669608E-04     -0.33645338E-02
      40     -0.18989569E-06     -0.19157687E-06     -0.37843626E-04     -0.33645338E-02
      41     -0.18993217E-06     -0.19157687E-06     -0.38004624E-04     -0.33645338E-02
      42     -0.18996398E-06     -0.19157687E-06     -0.38187135E-04     -0.33645338E-02
      43     -0.19000948E-06     -0.19157687E-06     -0.38302083E-04     -0.33645338E-02
      44     -0.19003885E-06     -0.19157687E-06     -0.38447413E-04     -0.33645338E-02
      45     -0.19007440E-06     -0.19157687E-06     -0.38649260E-04     -0.33645338E-02
      46     -0.19009623E-06     -0.19157687E-06     -0.38771590E-04     -0.33645338E-02
      47     -0.19012930E-06     -0.19157687E-06     -0.38892680E-04     -0.33645338E-02
      48     -0.19015723E-06     -0.19157687E-06     -0.39066038E-04     -0.33645338E-02
      49     -0.19018916E-06     -0.19157687E-06     -0.39237543E-04     -0.33645338E-02
      50     -0.19021139E-06     -0.19157687E-06     -0.39357990E-04     -0.33645338E-02
      51     -0.19024060E-06     -0.19157687E-06     -0.39552329E-04     -0.33645338E-02
      52     -0.19026936E-06     -0.19157687E-06     -0.39775052E-04     -0.33645338E-02
      53     -0.19029823E-06     -0.19157687E-06     -0.39960652E-04     -0.33645338E-02
      54     -0.19031930E-06     -0.19157687E-06     -0.40138057E-04     -0.33645338E-02
      55     -0.19036317E-06     -0.19157687E-06     -0.40450775E-04     -0.33645338E-02
      56     -0.19039534E-06     -0.19157687E-06     -0.40736716E-04     -0.33645338E-02
      57     -0.19044141E-06     -0.19157687E-06     -0.41022240E-04     -0.33645338E-02
      58     -0.19047382E-06     -0.19157687E-06     -0.41301827E-04     -0.33645338E-02
      59     -0.19051332E-06     -0.19157687E-06     -0.41573021E-04     -0.33645338E-02
      60     -0.19055522E-06     -0.19157687E-06     -0.41924041E-04     -0.33645338E-02
      61     -0.19059334E-06     -0.19157687E-06     -0.42219856E-04     -0.33645338E-02
      62     -0.19061819E-06     -0.19157687E-06     -0.42505628E-04     -0.33645338E-02
      63     -0.19065010E-06     -0.19157687E-06     -0.42797715E-04     -0.33645338E-02
      64     -0.19066815E-06     -0.19157687E-06     -0.42994254E-04     -0.33645338E-02
      65     -0.19069299E-06     -0.19157687E-06     -0.43249478E-04     -0.33645338E-02
      66     -0.19071445E-06     -0.19157687E-06     -0.43472054E-04     -0.33645338E-02
      67     -0.19074120E-06     -0.19157687E-06     -0.43776721E-04     -0.33645338E-02
      68     -0.19076019E-06     -0.19157687E-06     -0.43989224E-04     -0.33645338E-02
      69     -0.19078180E-06     -0.19157687E-06     -0.44255324E-04     -0.33645338E-02
      70     -0.19080350E-06     -0.19157687E-06     -0.44505390E-04     -0.33645338E-02
      71     -0.19081919E-06     -0.19157687E-06     -0.44702293E-04     -0.33645338E-02
      72     -0.19084091E-06     -0.19157687E-06     -0.44999007E-04     -0.33645338E-02
      73     -0.19086097E-06     -0.19157687E-06     -0.45295326E-04     -0.33645338E-02
      74     -0.19087540E-06     -0.19157687E-06     -0.45503706E-04     -0.33645338E-02
      75     -0.19089177E-06     -0.19157687E-06     -0.45712780E-04     -0.33645338E-02
      76     -0.19090306E-06     -0.19157687E-06     -0.45918255E-04     -0.33645338E-02
      77     -0.19091677E-06     -0.19157687E-06     -0.46087018E-04     -0.33645338E-02
      78     -0.19092696E-06     -0.19157687E-06     -0.46235021E-04     -0.33645338E-02
      79     -0.19093819E-06     -0.19157687E-06     -0.46392205E-04     -0.33645338E-02
      80     -0.19094864E-06     -0.19157687E-06     -0.46532283E-04     -0.33645338E-02
      81     -0.19095858E-06     -0.19157687E-06     -0.46671867E-04     -0.33645338E-02
      82     -0.19096675E-06     -0.19157687E-06     -0.46789483E-04     -0.33645338E-02
      83     -0.19097465E-06     -0.19157687E-06     -0.46904682E-04     -0.33645338E-02
      84     -0.19098328E-06     -0.19157687E-06     -0.47055895E-04     -0.33645338E-02
      85     -0.19099261E-06     -0.19157687E-06     -0.47188298E-04     -0.33645338E-02
      86     -0.19100249E-06     -0.19157687E-06     -0.47367413E-04     -0.33645338E-02
      87     -0.19101086E-06     -0.19157687E-06     -0.47461656E-04     -0.33645338E-02
      88     -0.19101899E-06     -0.19157687E-06     -0.47613713E-04     -0.33645338E-02
      89     -0.19102650E-06     -0.19157687E-06     -0.47729336E-04     -0.33645338E-02
      90     -0.19103448E-06     -0.19157687E-06     -0.47898309E-04     -0.33645338E-02
      91     -0.19104096E-06     -0.19157687E-06     -0.48032739E-04     -0.33645338E-02
      92     -0.19105192E-06     -0.19157687E-06     -0.48275327E-04     -0.33645338E-02
      93     -0.19106165E-06     -0.19157687E-06     -0.48481775E-04     -0.33645338E-02
      94     -0.19106842E-06     -0.19157687E-06     -0.48671033E-04     -0.33645338E-02
      95     -0.19107528E-06     -0.19157687E-06     -0.48831643E-04     -0.33645338E-02
      96     -0.19108445E-06     -0.19157687E-06     -0.49068690E-04     -0.33645338E-02
      97     -0.19109564E-06     -0.19157687E-06     -0.49318710E-04     -0.33645338E-02
      98     -0.19110349E-06     -0.19157687E-06     -0.49522583E-04     -0.33645338E-02
      99     -0.19111135E-06     -0.19157687E-06     -0.49708082E-04     -0.33645338E-02
     100     -0.19111722E-06     -0.19157687E-06     -0.49833253E-04     -0.33645338E-02
     101     -0.19112448E-06     -0.19157687E-06     -0.49991412E-04     -0.33645338E-02
     102     -0.19113119E-06     -0.19157687E-06     -0.50171216E-04     -0.33645338E-02
     103     -0.19115795E-06     -0.19157687E-06     -0.50915819E-04     -0.33645338E-02
     104     -0.19118159E-06     -0.19157687E-06     -0.51490989E-04     -0.33645338E-02
     105     -0.19119899E-06     -0.19157687E-06     -0.52032132E-04     -0.33645338E-02
     106     -0.19121885E-06     -0.19157687E-06     -0.52604925E-04     -0.33645338E-02
     107     -0.19123453E-06     -0.19157687E-06     -0.53126687E-04     -0.33645338E-02
     108     -0.19124953E-06     -0.19157687E-06     -0.53672268E-04     -0.33645338E-02
     109     -0.19126528E-06     -0.19157687E-06     -0.54288718E-04     -0.33645338E-02
     110     -0.19127849E-06     -0.19157687E-06     -0.54869302E-04     -0.33645338E-02
     111     -0.19129371E-06     -0.19157687E-06     -0.55489321E-04     -0.33645338E-02
     112     -0.19130385E-06     -0.19157687E-06     -0.56082736E-04     -0.33645338E-02
     113     -0.19131502E-06     -0.19157687E-06     -0.56671125E-04     -0.33645338E-02
     114     -0.19132631E-06     -0.19157687E-06     -0.57481550E-04     -0.33645338E-02
     115     -0.19133865E-06     -0.19157687E-06     -0.58299156E-04     -0.33645338E-02
     116     -0.19134871E-06     -0.19157687E-06     -0.59034340E-04     -0.33645338E-02
     117     -0.19135949E-06     -0.19157687E-06     -0.60124783E-04     -0.33645338E-02
     118     -0.19137054E-06     -0.19157687E-06     -0.61210075E-04     -0.33645338E-02
     119     -0.19138318E-06     -0.19157687E-06     -0.62368382E-04     -0.33645338E-02
     120     -0.19139524E-06     -0.19157687E-06     -0.63551342E-04     -0.33645338E-02
     121     -0.19140503E-06     -0.19157687E-06     -0.64587299E-04     -0.33645338E-02
     122     -0.19141243E-06     -0.19157687E-06     -0.65268450E-04     -0.33645338E-02
     123     -0.19142135E-06     -0.19157687E-06     -0.66122743E-04     -0.33645338E-02
     124     -0.19142945E-06     -0.19157687E-06     -0.67016164E-04     -0.33645338E-02
     125     -0.19143687E-06     -0.19157687E-06     -0.67881595E-04     -0.33645338E-02
     126     -0.19144300E-06     -0.19157687E-06     -0.68676384E-04     -0.33645338E-02
     127     -0.19144958E-06     -0.19157687E-06     -0.69658137E-04     -0.33645338E-02
     128     -0.19145626E-06     -0.19157687E-06     -0.70784333E-04     -0.33645338E-02
     129     -0.19146182E-06     -0.19157687E-06     -0.71788732E-04     -0.33645338E-02
     130     -0.19146710E-06     -0.19157687E-06     -0.72752744E-04     -0.33645338E-02
     131     -0.19147195E-06     -0.19157687E-06     -0.73674709E-04     -0.33645338E-02
     132     -0.19147754E-06     -0.19157687E-06     -0.74890729E-04     -0.33645338E-02
     133     -0.19148200E-06     -0.19157687E-06     -0.75933055E-04     -0.33645338E-02
     134     -0.19148679E-06     -0.19157687E-06     -0.77152141E-04     -0.33645338E-02
     135     -0.19149043E-06     -0.19157687E-06     -0.78250577E-04     -0.33645338E-02
     136     -0.19149420E-06     -0.19157687E-06     -0.79282504E-04     -0.33645338E-02
     137     -0.19149737E-06     -0.19157687E-06     -0.80332766E-04     -0.33645338E-02
     138     -0.19150051E-06     -0.19157687E-06     -0.81485223E-04     -0.33645338E-02
     139     -0.19150312E-06     -0.19157687E-06     -0.82627858E-04     -0.33645338E-02
     140     -0.19150593E-06     -0.19157687E-06     -0.83934782E-04     -0.33645338E-02
     141     -0.19150832E-06     -0.19157687E-06     -0.85071262E-04     -0.33645338E-02
     142     -0.19151092E-06     -0.19157687E-06     -0.86354385E-04     -0.33645338E-02
     143     -0.19151308E-06     -0.19157687E-06     -0.87478960E-04     -0.33645338E-02
     144     -0.19151569E-06     -0.19157687E-06     -0.88926246E-04     -0.33645338E-02
     145     -0.19151798E-06     -0.19157687E-06     -0.90244447E-04     -0.33645338E-02
     146     -0.19152040E-06     -0.19157687E-06     -0.91728937E-04     -0.33645338E-02
     147     -0.19152257E-06     -0.19157687E-06     -0.93253438E-04     -0.33645338E-02
     148     -0.19152455E-06     -0.19157687E-06     -0.94765268E-04     -0.33645338E-02
     149     -0.19152663E-06     -0.19157687E-06     -0.96561726E-04     -0.33645338E-02
     150     -0.19152855E-06     -0.19157687E-06     -0.98334185E-04     -0.33645338E-02
     151     -0.19153028E-06     -0.19157687E-06     -0.10017805E-03     -0.33645338E-02
     152     -0.19153176E-06     -0.19157687E-06     -0.10202925E-03     -0.33645338E-02
     153     -0.19153320E-06     -0.19157687E-06     -0.10403692E-03     -0.33645338E-02
     154     -0.19153466E-06     -0.19157687E-06     -0.10630813E-03     -0.33645338E-02
     155     -0.19153593E-06     -0.19157687E-06     -0.10847573E-03     -0.33645338E-02
     156     -0.19153712E-06     -0.19157687E-06     -0.11078458E-03     -0.33645338E-02
     157     -0.19153829E-06     -0.19157687E-06     -0.11313811E-03     -0.33645338E-02
     158     -0.19153938E-06     -0.19157687E-06     -0.11608644E-03     -0.33645338E-02
     159     -0.19154049E-06     -0.19157687E-06     -0.11922865E-03     -0.33645338E-02
     160     -0.19154153E-06     -0.19157687E-06     -0.12222197E-03     -0.33645338E-02
     161     -0.19154260E-06     -0.19157687E-06     -0.12600373E-03     -0.33645338E-02
     162     -0.19154356E-06     -0.19157687E-06     -0.13015293E-03     -0.33645338E-02
     163     -0.19154445E-06     -0.19157687E-06     -0.13468939E-03     -0.33645338E-02
     164     -0.19154515E-06     -0.19157687E-06     -0.13886776E-03     -0.33645338E-02
     165     -0.19154591E-06     -0.19157687E-06     -0.14437008E-03     -0.33645338E-02
     166     -0.19154655E-06     -0.19157687E-06     -0.14922396E-03     -0.33645338E-02
     167     -0.19154719E-06     -0.19157687E-06     -0.15496910E-03     -0.33645338E-02
     168     -0.19154772E-06     -0.19157687E-06     -0.16088486E-03     -0.33645338E-02
     169     -0.19154830E-06     -0.19157687E-06     -0.16842442E-03     -0.33645338E-02
     170     -0.19154879E-06     -0.19157687E-06     -0.17521501E-03     -0.33645338E-02
     171     -0.19154920E-06     -0.19157687E-06     -0.18258335E-03     -0.33645338E-02
     172     -0.19154955E-06     -0.19157687E-06     -0.19134258E-03     -0.33645338E-02
     173     -0.19154989E-06     -0.19157687E-06     -0.20022335E-03     -0.33645338E-02
     174     -0.19155021E-06     -0.19157687E-06     -0.20966711E-03     -0.33645338E-02
     175     -0.19155051E-06     -0.19157687E-06     -0.22009797E-03     -0.33645338E-02
     176     -0.19155076E-06     -0.19157687E-06     -0.23046112E-03     -0.33645338E-02
     177     -0.19155098E-06     -0.19157687E-06     -0.24095898E-03     -0.33645338E-02
     178     -0.19155120E-06     -0.19157687E-06     -0.25263128E-03     -0.33645338E-02
     179     -0.19155140E-06     -0.19157687E-06     -0.26516297E-03     -0.33645338E-02
     180     -0.19155158E-06     -0.19157687E-06     -0.27825753E-03     -0.33645338E-02
     181     -0.19155176E-06     -0.19157687E-06     -0.29227313E-03     -0.33645338E-02
     182     -0.19155195E-06     -0.19157687E-06     -0.30643832E-03     -0.33645338E-02
     183     -0.19155210E-06     -0.19157687E-06     -0.32022158E-03     -0.33645338E-02
     184     -0.19155224E-06     -0.19157687E-06     -0.33369646E-03     -0.33645338E-02
     185     -0.19155238E-06     -0.19157687E-06     -0.34895827E-03     -0.33645338E-02
     186     -0.19155251E-06     -0.19157687E-06     -0.36392998E-03     -0.33645338E-02
     187     -0.19155261E-06     -0.19157687E-06     -0.37894282E-03     -0.33645338E-02
     188     -0.19155273E-06     -0.19157687E-06     -0.39427686E-03     -0.33645338E-02
     189     -0.19155283E-06     -0.19157687E-06     -0.40983270E-03     -0.33645338E-02
     190     -0.19155293E-06     -0.19157687E-06     -0.42736579E-03     -0.33645338E-02
     191     -0.19155302E-06     -0.19157687E-06     -0.44629332E-03     -0.33645338E-02
     192     -0.19155312E-06     -0.19157687E-06     -0.46523403E-03     -0.33645338E-02
     193     -0.19155322E-06     -0.19157687E-06     -0.48551726E-03     -0.33645338E-02
     194     -0.19155331E-06     -0.19157687E-06     -0.50503971E-03     -0.33645338E-02
     195     -0.19155339E-06     -0.19157687E-06     -0.52322647E-03     -0.33645338E-02
     196     -0.19155349E-06     -0.19157687E-06     -0.54375450E-03     -0.33645338E-02
 
# q=  0.20201391E-02  0.20201391E-02  0.00000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.35753064E-06     -0.60543042E-06     -0.21460322E-05     -0.33581269E-02
       2     -0.39286145E-06     -0.60543042E-06     -0.43778106E-05     -0.33581269E-02
       3     -0.40683850E-06     -0.60543042E-06     -0.52221807E-05     -0.33581269E-02
       4     -0.41401021E-06     -0.60543042E-06     -0.63050875E-05     -0.33581269E-02
       5     -0.43226543E-06     -0.60543042E-06     -0.70243491E-05     -0.33581269E-02
       6     -0.43687902E-06     -0.60543042E-06     -0.80814716E-05     -0.33581269E-02
       7     -0.47728795E-06     -0.60543042E-06     -0.10030079E-04     -0.33581269E-02
       8     -0.50772491E-06     -0.60543042E-06     -0.10863002E-04     -0.33581269E-02
       9     -0.53359286E-06     -0.60543042E-06     -0.13343879E-04     -0.33581269E-02
      10     -0.55577237E-06     -0.60543042E-06     -0.15422826E-04     -0.33581269E-02
      11     -0.56209644E-06     -0.60543042E-06     -0.16791500E-04     -0.33581269E-02
      12     -0.57338771E-06     -0.60543042E-06     -0.18896835E-04     -0.33581269E-02
      13     -0.58303105E-06     -0.60543042E-06     -0.21191719E-04     -0.33581269E-02
      14     -0.58552630E-06     -0.60543042E-06     -0.23327476E-04     -0.33581269E-02
      15     -0.58785833E-06     -0.60543042E-06     -0.23852614E-04     -0.33581269E-02
      16     -0.58893986E-06     -0.60543042E-06     -0.24812916E-04     -0.33581269E-02
      17     -0.59001156E-06     -0.60543042E-06     -0.25489175E-04     -0.33581269E-02
      18     -0.59093058E-06     -0.60543042E-06     -0.26597852E-04     -0.33581269E-02
      19     -0.59173820E-06     -0.60543042E-06     -0.27654322E-04     -0.33581269E-02
      20     -0.59258644E-06     -0.60543042E-06     -0.28747761E-04     -0.33581269E-02
      21     -0.59325890E-06     -0.60543042E-06     -0.30070140E-04     -0.33581269E-02
      22     -0.59372063E-06     -0.60543042E-06     -0.30480847E-04     -0.33581269E-02
      23     -0.59417915E-06     -0.60543042E-06     -0.31372191E-04     -0.33581269E-02
      24     -0.59473408E-06     -0.60543042E-06     -0.31745873E-04     -0.33581269E-02
      25     -0.59508523E-06     -0.60543042E-06     -0.32218012E-04     -0.33581269E-02
      26     -0.59542061E-06     -0.60543042E-06     -0.32750849E-04     -0.33581269E-02
      27     -0.59567146E-06     -0.60543042E-06     -0.33118533E-04     -0.33581269E-02
      28     -0.59599882E-06     -0.60543042E-06     -0.33616349E-04     -0.33581269E-02
      29     -0.59622955E-06     -0.60543042E-06     -0.33926869E-04     -0.33581269E-02
      30     -0.59647638E-06     -0.60543042E-06     -0.34280294E-04     -0.33581269E-02
      31     -0.59677292E-06     -0.60543042E-06     -0.34598256E-04     -0.33581269E-02
      32     -0.59713140E-06     -0.60543042E-06     -0.35023405E-04     -0.33581269E-02
      33     -0.59739587E-06     -0.60543042E-06     -0.35269893E-04     -0.33581269E-02
      34     -0.59822162E-06     -0.60543042E-06     -0.36004753E-04     -0.33581269E-02
      35     -0.59859871E-06     -0.60543042E-06     -0.36269911E-04     -0.33581269E-02
      36     -0.59929056E-06     -0.60543042E-06     -0.36913847E-04     -0.33581269E-02
      37     -0.59958540E-06     -0.60543042E-06     -0.37136516E-04     -0.33581269E-02
      38     -0.59980574E-06     -0.60543042E-06     -0.37424740E-04     -0.33581269E-02
      39     -0.59998871E-06     -0.60543042E-06     -0.37601928E-04     -0.33581269E-02
      40     -0.60011695E-06     -0.60543042E-06     -0.37775509E-04     -0.33581269E-02
      41     -0.60023224E-06     -0.60543042E-06     -0.37936074E-04     -0.33581269E-02
      42     -0.60033280E-06     -0.60543042E-06     -0.38118119E-04     -0.33581269E-02
      43     -0.60047659E-06     -0.60543042E-06     -0.38232816E-04     -0.33581269E-02
      44     -0.60056942E-06     -0.60543042E-06     -0.38377771E-04     -0.33581269E-02
      45     -0.60068177E-06     -0.60543042E-06     -0.38579095E-04     -0.33581269E-02
      46     -0.60075076E-06     -0.60543042E-06     -0.38701103E-04     -0.33581269E-02
      47     -0.60085530E-06     -0.60543042E-06     -0.38821866E-04     -0.33581269E-02
      48     -0.60094357E-06     -0.60543042E-06     -0.38994805E-04     -0.33581269E-02
      49     -0.60104447E-06     -0.60543042E-06     -0.39165895E-04     -0.33581269E-02
      50     -0.60111473E-06     -0.60543042E-06     -0.39286043E-04     -0.33581269E-02
      51     -0.60120706E-06     -0.60543042E-06     -0.39479887E-04     -0.33581269E-02
