# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      35     -0.39836886E-02     -0.42109685E-02     -0.46396352E-04     -0.33810682E-02
      36     -0.40056029E-02     -0.42109685E-02     -0.47761196E-04     -0.33810682E-02
      37     -0.40152322E-02     -0.42109685E-02     -0.48098689E-04     -0.33810682E-02
      38     -0.40229412E-02     -0.42109685E-02     -0.48492790E-04     -0.33810682E-02
      39     -0.40302337E-02     -0.42109685E-02     -0.48697312E-04     -0.33810682E-02
      40     -0.40345490E-02     -0.42109685E-02     -0.48890638E-04     -0.33810682E-02
      41     -0.40385172E-02     -0.42109685E-02     -0.49052637E-04     -0.33810682E-02
      42     -0.40423434E-02     -0.42109685E-02     -0.49252613E-04     -0.33810682E-02
      43     -0.40468984E-02     -0.42109685E-02     -0.49384338E-04     -0.33810682E-02
      44     -0.40498766E-02     -0.42109685E-02     -0.49532436E-04     -0.33810682E-02
      45     -0.40534325E-02     -0.42109685E-02     -0.49724834E-04     -0.33810682E-02
      46     -0.40557341E-02     -0.42109685E-02     -0.49849670E-04     -0.33810682E-02
      47     -0.40586050E-02     -0.42109685E-02     -0.49962414E-04     -0.33810682E-02
      48     -0.40616670E-02     -0.42109685E-02     -0.50146643E-04     -0.33810682E-02
      49     -0.40645784E-02     -0.42109685E-02     -0.50323787E-04     -0.33810682E-02
      50     -0.40666713E-02     -0.42109685E-02     -0.50444651E-04     -0.33810682E-02
      51     -0.40696898E-02     -0.42109685E-02     -0.50649318E-04     -0.33810682E-02
      52     -0.40725937E-02     -0.42109685E-02     -0.50890531E-04     -0.33810682E-02
      53     -0.40755780E-02     -0.42109685E-02     -0.51095861E-04     -0.33810682E-02
      54     -0.40780641E-02     -0.42109685E-02     -0.51295056E-04     -0.33810682E-02
      55     -0.40841147E-02     -0.42109685E-02     -0.51703749E-04     -0.33810682E-02
      56     -0.40880185E-02     -0.42109685E-02     -0.52059109E-04     -0.33810682E-02
      57     -0.40944064E-02     -0.42109685E-02     -0.52445883E-04     -0.33810682E-02
      58     -0.40980642E-02     -0.42109685E-02     -0.52827818E-04     -0.33810682E-02
      59     -0.41041034E-02     -0.42109685E-02     -0.53203949E-04     -0.33810682E-02
      60     -0.41098842E-02     -0.42109685E-02     -0.53697985E-04     -0.33810682E-02
      61     -0.41157594E-02     -0.42109685E-02     -0.54123142E-04     -0.33810682E-02
      62     -0.41190340E-02     -0.42109685E-02     -0.54501900E-04     -0.33810682E-02
      63     -0.41235586E-02     -0.42109685E-02     -0.54920104E-04     -0.33810682E-02
      64     -0.41258317E-02     -0.42109685E-02     -0.55172407E-04     -0.33810682E-02
      65     -0.41294361E-02     -0.42109685E-02     -0.55511981E-04     -0.33810682E-02
      66     -0.41315932E-02     -0.42109685E-02     -0.55762191E-04     -0.33810682E-02
      67     -0.41349139E-02     -0.42109685E-02     -0.56169288E-04     -0.33810682E-02
      68     -0.41373028E-02     -0.42109685E-02     -0.56440638E-04     -0.33810682E-02
      69     -0.41401773E-02     -0.42109685E-02     -0.56792484E-04     -0.33810682E-02
      70     -0.41429736E-02     -0.42109685E-02     -0.57139345E-04     -0.33810682E-02
      71     -0.41450354E-02     -0.42109685E-02     -0.57376096E-04     -0.33810682E-02
      72     -0.41487918E-02     -0.42109685E-02     -0.57751333E-04     -0.33810682E-02
      73     -0.41510554E-02     -0.42109685E-02     -0.58114709E-04     -0.33810682E-02
      74     -0.41531011E-02     -0.42109685E-02     -0.58357325E-04     -0.33810682E-02
      75     -0.41548614E-02     -0.42109685E-02     -0.58622687E-04     -0.33810682E-02
      76     -0.41570005E-02     -0.42109685E-02     -0.58866086E-04     -0.33810682E-02
      77     -0.41581916E-02     -0.42109685E-02     -0.59058984E-04     -0.33810682E-02
      78     -0.41595366E-02     -0.42109685E-02     -0.59222759E-04     -0.33810682E-02
      79     -0.41606585E-02     -0.42109685E-02     -0.59395992E-04     -0.33810682E-02
      80     -0.41616707E-02     -0.42109685E-02     -0.59533087E-04     -0.33810682E-02
      81     -0.41627219E-02     -0.42109685E-02     -0.59690151E-04     -0.33810682E-02
      82     -0.41635555E-02     -0.42109685E-02     -0.59814695E-04     -0.33810682E-02
      83     -0.41642465E-02     -0.42109685E-02     -0.59928587E-04     -0.33810682E-02
      84     -0.41652086E-02     -0.42109685E-02     -0.60088658E-04     -0.33810682E-02
      85     -0.41658921E-02     -0.42109685E-02     -0.60228347E-04     -0.33810682E-02
      86     -0.41668937E-02     -0.42109685E-02     -0.60427665E-04     -0.33810682E-02
      87     -0.41676352E-02     -0.42109685E-02     -0.60529970E-04     -0.33810682E-02
      88     -0.41685406E-02     -0.42109685E-02     -0.60686322E-04     -0.33810682E-02
      89     -0.41692965E-02     -0.42109685E-02     -0.60796683E-04     -0.33810682E-02
      90     -0.41700137E-02     -0.42109685E-02     -0.60981724E-04     -0.33810682E-02
      91     -0.41706944E-02     -0.42109685E-02     -0.61109418E-04     -0.33810682E-02
      92     -0.41716624E-02     -0.42109685E-02     -0.61387573E-04     -0.33810682E-02
      93     -0.41724729E-02     -0.42109685E-02     -0.61610583E-04     -0.33810682E-02
      94     -0.41732613E-02     -0.42109685E-02     -0.61819633E-04     -0.33810682E-02
      95     -0.41739698E-02     -0.42109685E-02     -0.62019871E-04     -0.33810682E-02
      96     -0.41748540E-02     -0.42109685E-02     -0.62307522E-04     -0.33810682E-02
      97     -0.41760474E-02     -0.42109685E-02     -0.62620634E-04     -0.33810682E-02
      98     -0.41768336E-02     -0.42109685E-02     -0.62822722E-04     -0.33810682E-02
      99     -0.41776261E-02     -0.42109685E-02     -0.63042408E-04     -0.33810682E-02
     100     -0.41781783E-02     -0.42109685E-02     -0.63170281E-04     -0.33810682E-02
     101     -0.41788007E-02     -0.42109685E-02     -0.63357595E-04     -0.33810682E-02
     102     -0.41794447E-02     -0.42109685E-02     -0.63559396E-04     -0.33810682E-02
     103     -0.41819307E-02     -0.42109685E-02     -0.64338080E-04     -0.33810682E-02
     104     -0.41838448E-02     -0.42109685E-02     -0.64902832E-04     -0.33810682E-02
     105     -0.41853365E-02     -0.42109685E-02     -0.65424732E-04     -0.33810682E-02
     106     -0.41869714E-02     -0.42109685E-02     -0.65954660E-04     -0.33810682E-02
     107     -0.41881862E-02     -0.42109685E-02     -0.66424229E-04     -0.33810682E-02
     108     -0.41893326E-02     -0.42109685E-02     -0.66895672E-04     -0.33810682E-02
     109     -0.41905863E-02     -0.42109685E-02     -0.67385002E-04     -0.33810682E-02
     110     -0.41916437E-02     -0.42109685E-02     -0.67850449E-04     -0.33810682E-02
     111     -0.41927461E-02     -0.42109685E-02     -0.68316590E-04     -0.33810682E-02
     112     -0.41935782E-02     -0.42109685E-02     -0.68716741E-04     -0.33810682E-02
     113     -0.41944310E-02     -0.42109685E-02     -0.69132494E-04     -0.33810682E-02
     114     -0.41953443E-02     -0.42109685E-02     -0.69643405E-04     -0.33810682E-02
     115     -0.41962566E-02     -0.42109685E-02     -0.70187990E-04     -0.33810682E-02
     116     -0.41969863E-02     -0.42109685E-02     -0.70726761E-04     -0.33810682E-02
     117     -0.41978124E-02     -0.42109685E-02     -0.71371334E-04     -0.33810682E-02
     118     -0.41985782E-02     -0.42109685E-02     -0.72067775E-04     -0.33810682E-02
     119     -0.41994133E-02     -0.42109685E-02     -0.72876274E-04     -0.33810682E-02
     120     -0.42001283E-02     -0.42109685E-02     -0.73716420E-04     -0.33810682E-02
     121     -0.42007453E-02     -0.42109685E-02     -0.74558286E-04     -0.33810682E-02
     122     -0.42011477E-02     -0.42109685E-02     -0.75160858E-04     -0.33810682E-02
     123     -0.42016331E-02     -0.42109685E-02     -0.75891654E-04     -0.33810682E-02
     124     -0.42020869E-02     -0.42109685E-02     -0.76639637E-04     -0.33810682E-02
     125     -0.42025061E-02     -0.42109685E-02     -0.77309018E-04     -0.33810682E-02
     126     -0.42028558E-02     -0.42109685E-02     -0.77950660E-04     -0.33810682E-02
     127     -0.42032139E-02     -0.42109685E-02     -0.78722140E-04     -0.33810682E-02
     128     -0.42035799E-02     -0.42109685E-02     -0.79564860E-04     -0.33810682E-02
     129     -0.42038949E-02     -0.42109685E-02     -0.80450335E-04     -0.33810682E-02
     130     -0.42041894E-02     -0.42109685E-02     -0.81221247E-04     -0.33810682E-02
     131     -0.42044545E-02     -0.42109685E-02     -0.82027551E-04     -0.33810682E-02
     132     -0.42047543E-02     -0.42109685E-02     -0.82963439E-04     -0.33810682E-02
     133     -0.42049975E-02     -0.42109685E-02     -0.83810519E-04     -0.33810682E-02
     134     -0.42052683E-02     -0.42109685E-02     -0.84919293E-04     -0.33810682E-02
     135     -0.42055053E-02     -0.42109685E-02     -0.85867676E-04     -0.33810682E-02
     136     -0.42057337E-02     -0.42109685E-02     -0.86805418E-04     -0.33810682E-02
     137     -0.42059227E-02     -0.42109685E-02     -0.87744464E-04     -0.33810682E-02
     138     -0.42061219E-02     -0.42109685E-02     -0.88781139E-04     -0.33810682E-02
     139     -0.42062883E-02     -0.42109685E-02     -0.89866623E-04     -0.33810682E-02
     140     -0.42064750E-02     -0.42109685E-02     -0.91090194E-04     -0.33810682E-02
     141     -0.42066163E-02     -0.42109685E-02     -0.92088718E-04     -0.33810682E-02
     142     -0.42067780E-02     -0.42109685E-02     -0.93272592E-04     -0.33810682E-02
     143     -0.42069163E-02     -0.42109685E-02     -0.94298809E-04     -0.33810682E-02
     144     -0.42070774E-02     -0.42109685E-02     -0.95621570E-04     -0.33810682E-02
     145     -0.42072111E-02     -0.42109685E-02     -0.96975354E-04     -0.33810682E-02
     146     -0.42073530E-02     -0.42109685E-02     -0.98450533E-04     -0.33810682E-02
     147     -0.42074825E-02     -0.42109685E-02     -0.10014853E-03     -0.33810682E-02
     148     -0.42075987E-02     -0.42109685E-02     -0.10167551E-03     -0.33810682E-02
     149     -0.42077171E-02     -0.42109685E-02     -0.10356858E-03     -0.33810682E-02
     150     -0.42078315E-02     -0.42109685E-02     -0.10556608E-03     -0.33810682E-02
     151     -0.42079315E-02     -0.42109685E-02     -0.10777915E-03     -0.33810682E-02
     152     -0.42080213E-02     -0.42109685E-02     -0.10979062E-03     -0.33810682E-02
     153     -0.42081042E-02     -0.42109685E-02     -0.11195949E-03     -0.33810682E-02
     154     -0.42081893E-02     -0.42109685E-02     -0.11448281E-03     -0.33810682E-02
     155     -0.42082611E-02     -0.42109685E-02     -0.11687661E-03     -0.33810682E-02
     156     -0.42083259E-02     -0.42109685E-02     -0.11918581E-03     -0.33810682E-02
     157     -0.42083906E-02     -0.42109685E-02     -0.12198962E-03     -0.33810682E-02
     158     -0.42084460E-02     -0.42109685E-02     -0.12470541E-03     -0.33810682E-02
     159     -0.42085051E-02     -0.42109685E-02     -0.12786813E-03     -0.33810682E-02
     160     -0.42085556E-02     -0.42109685E-02     -0.13099335E-03     -0.33810682E-02
     161     -0.42086085E-02     -0.42109685E-02     -0.13504912E-03     -0.33810682E-02
     162     -0.42086563E-02     -0.42109685E-02     -0.13950889E-03     -0.33810682E-02
     163     -0.42087001E-02     -0.42109685E-02     -0.14368421E-03     -0.33810682E-02
     164     -0.42087380E-02     -0.42109685E-02     -0.14792559E-03     -0.33810682E-02
     165     -0.42087792E-02     -0.42109685E-02     -0.15327996E-03     -0.33810682E-02
     166     -0.42088139E-02     -0.42109685E-02     -0.15986014E-03     -0.33810682E-02
     167     -0.42088476E-02     -0.42109685E-02     -0.16568094E-03     -0.33810682E-02
     168     -0.42088775E-02     -0.42109685E-02     -0.17164024E-03     -0.33810682E-02
     169     -0.42089114E-02     -0.42109685E-02     -0.17791666E-03     -0.33810682E-02
     170     -0.42089414E-02     -0.42109685E-02     -0.18514618E-03     -0.33810682E-02
     171     -0.42089689E-02     -0.42109685E-02     -0.19371846E-03     -0.33810682E-02
     172     -0.42089918E-02     -0.42109685E-02     -0.20161985E-03     -0.33810682E-02
     173     -0.42090145E-02     -0.42109685E-02     -0.21047733E-03     -0.33810682E-02
     174     -0.42090370E-02     -0.42109685E-02     -0.22151602E-03     -0.33810682E-02
     175     -0.42090582E-02     -0.42109685E-02     -0.23155040E-03     -0.33810682E-02
     176     -0.42090771E-02     -0.42109685E-02     -0.24381260E-03     -0.33810682E-02
     177     -0.42090935E-02     -0.42109685E-02     -0.25290240E-03     -0.33810682E-02
     178     -0.42091109E-02     -0.42109685E-02     -0.26473055E-03     -0.33810682E-02
     179     -0.42091275E-02     -0.42109685E-02     -0.27779752E-03     -0.33810682E-02
     180     -0.42091419E-02     -0.42109685E-02     -0.28887664E-03     -0.33810682E-02
     181     -0.42091565E-02     -0.42109685E-02     -0.30276077E-03     -0.33810682E-02
     182     -0.42091712E-02     -0.42109685E-02     -0.31775937E-03     -0.33810682E-02
     183     -0.42091828E-02     -0.42109685E-02     -0.33256689E-03     -0.33810682E-02
     184     -0.42091931E-02     -0.42109685E-02     -0.34767002E-03     -0.33810682E-02
     185     -0.42092039E-02     -0.42109685E-02     -0.36400303E-03     -0.33810682E-02
     186     -0.42092132E-02     -0.42109685E-02     -0.37881512E-03     -0.33810682E-02
     187     -0.42092212E-02     -0.42109685E-02     -0.39634734E-03     -0.33810682E-02
     188     -0.42092294E-02     -0.42109685E-02     -0.41364385E-03     -0.33810682E-02
     189     -0.42092364E-02     -0.42109685E-02     -0.43247517E-03     -0.33810682E-02
     190     -0.42092428E-02     -0.42109685E-02     -0.44751243E-03     -0.33810682E-02
     191     -0.42092486E-02     -0.42109685E-02     -0.46344940E-03     -0.33810682E-02
     192     -0.42092545E-02     -0.42109685E-02     -0.48326974E-03     -0.33810682E-02
     193     -0.42092606E-02     -0.42109685E-02     -0.50239879E-03     -0.33810682E-02
     194     -0.42092656E-02     -0.42109685E-02     -0.52099954E-03     -0.33810682E-02
     195     -0.42092705E-02     -0.42109685E-02     -0.53699526E-03     -0.33810682E-02
     196     -0.42092752E-02     -0.42109685E-02     -0.55614296E-03     -0.33810682E-02
 
# q=  0.00000000E+00  0.50000000E+00  0.00000000E+00  (qpt 13)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.13479220E-02     -0.45229536E-02     -0.45720428E-05     -0.32321188E-02
       2     -0.16585293E-02     -0.45229536E-02     -0.73130992E-05     -0.32321188E-02
       3     -0.17927669E-02     -0.45229536E-02     -0.82658050E-05     -0.32321188E-02
       4     -0.19310816E-02     -0.45229536E-02     -0.96328999E-05     -0.32321188E-02
       5     -0.20422997E-02     -0.45229536E-02     -0.10325172E-04     -0.32321188E-02
       6     -0.21910276E-02     -0.45229536E-02     -0.11647907E-04     -0.32321188E-02
       7     -0.24364301E-02     -0.45229536E-02     -0.13360876E-04     -0.32321188E-02
       8     -0.26140142E-02     -0.45229536E-02     -0.14218848E-04     -0.32321188E-02
       9     -0.28416571E-02     -0.45229536E-02     -0.16493831E-04     -0.32321188E-02
      10     -0.30333160E-02     -0.45229536E-02     -0.18398787E-04     -0.32321188E-02
      11     -0.31355746E-02     -0.45229536E-02     -0.19675717E-04     -0.32321188E-02
      12     -0.33238537E-02     -0.45229536E-02     -0.21689530E-04     -0.32321188E-02
      13     -0.34569049E-02     -0.45229536E-02     -0.23523852E-04     -0.32321188E-02
      14     -0.35662354E-02     -0.45229536E-02     -0.25713833E-04     -0.32321188E-02
      15     -0.36073626E-02     -0.45229536E-02     -0.26245944E-04     -0.32321188E-02
      16     -0.36687017E-02     -0.45229536E-02     -0.27266076E-04     -0.32321188E-02
      17     -0.37085182E-02     -0.45229536E-02     -0.28002263E-04     -0.32321188E-02
      18     -0.37714874E-02     -0.45229536E-02     -0.29263964E-04     -0.32321188E-02
      19     -0.38175959E-02     -0.45229536E-02     -0.30363903E-04     -0.32321188E-02
      20     -0.38804129E-02     -0.45229536E-02     -0.31778822E-04     -0.32321188E-02
      21     -0.39312726E-02     -0.45229536E-02     -0.33209104E-04     -0.32321188E-02
      22     -0.39654957E-02     -0.45229536E-02     -0.33750410E-04     -0.32321188E-02
      23     -0.39994829E-02     -0.45229536E-02     -0.34646280E-04     -0.32321188E-02
      24     -0.40402097E-02     -0.45229536E-02     -0.35123887E-04     -0.32321188E-02
      25     -0.40614535E-02     -0.45229536E-02     -0.35645614E-04     -0.32321188E-02
      26     -0.40808372E-02     -0.45229536E-02     -0.36206721E-04     -0.32321188E-02
      27     -0.40934744E-02     -0.45229536E-02     -0.36621451E-04     -0.32321188E-02
      28     -0.41108290E-02     -0.45229536E-02     -0.37110011E-04     -0.32321188E-02
      29     -0.41236867E-02     -0.45229536E-02     -0.37482487E-04     -0.32321188E-02
      30     -0.41369406E-02     -0.45229536E-02     -0.37863055E-04     -0.32321188E-02
      31     -0.41515612E-02     -0.45229536E-02     -0.38244280E-04     -0.32321188E-02
      32     -0.41685632E-02     -0.45229536E-02     -0.38678576E-04     -0.32321188E-02
      33     -0.41801211E-02     -0.45229536E-02     -0.39024477E-04     -0.32321188E-02
      34     -0.42132626E-02     -0.45229536E-02     -0.39769405E-04     -0.32321188E-02
      35     -0.42275068E-02     -0.45229536E-02     -0.40125553E-04     -0.32321188E-02
      36     -0.42550314E-02     -0.45229536E-02     -0.40805310E-04     -0.32321188E-02
      37     -0.42674518E-02     -0.45229536E-02     -0.41091763E-04     -0.32321188E-02
      38     -0.42771863E-02     -0.45229536E-02     -0.41412483E-04     -0.32321188E-02
      39     -0.42868599E-02     -0.45229536E-02     -0.41646334E-04     -0.32321188E-02
      40     -0.42924293E-02     -0.45229536E-02     -0.41882378E-04     -0.32321188E-02
      41     -0.42974944E-02     -0.45229536E-02     -0.42087397E-04     -0.32321188E-02
      42     -0.43023370E-02     -0.45229536E-02     -0.42292585E-04     -0.32321188E-02
      43     -0.43083775E-02     -0.45229536E-02     -0.42466883E-04     -0.32321188E-02
      44     -0.43122391E-02     -0.45229536E-02     -0.42685680E-04     -0.32321188E-02
      45     -0.43168418E-02     -0.45229536E-02     -0.42921953E-04     -0.32321188E-02
      46     -0.43198066E-02     -0.45229536E-02     -0.43083464E-04     -0.32321188E-02
      47     -0.43235499E-02     -0.45229536E-02     -0.43262061E-04     -0.32321188E-02
      48     -0.43274803E-02     -0.45229536E-02     -0.43491333E-04     -0.32321188E-02
      49     -0.43312218E-02     -0.45229536E-02     -0.43695844E-04     -0.32321188E-02
      50     -0.43338977E-02     -0.45229536E-02     -0.43875897E-04     -0.32321188E-02
      51     -0.43378161E-02     -0.45229536E-02     -0.44106108E-04     -0.32321188E-02
      52     -0.43415320E-02     -0.45229536E-02     -0.44381088E-04     -0.32321188E-02
      53     -0.43454574E-02     -0.45229536E-02     -0.44600038E-04     -0.32321188E-02
      54     -0.43486971E-02     -0.45229536E-02     -0.44845414E-04     -0.32321188E-02
      55     -0.43566214E-02     -0.45229536E-02     -0.45183997E-04     -0.32321188E-02
      56     -0.43616936E-02     -0.45229536E-02     -0.45519041E-04     -0.32321188E-02
      57     -0.43700954E-02     -0.45229536E-02     -0.45854296E-04     -0.32321188E-02
      58     -0.43748195E-02     -0.45229536E-02     -0.46193501E-04     -0.32321188E-02
      59     -0.43828596E-02     -0.45229536E-02     -0.46500280E-04     -0.32321188E-02
      60     -0.43903618E-02     -0.45229536E-02     -0.46890424E-04     -0.32321188E-02
      61     -0.43981309E-02     -0.45229536E-02     -0.47241942E-04     -0.32321188E-02
      62     -0.44024084E-02     -0.45229536E-02     -0.47578580E-04     -0.32321188E-02
      63     -0.44083134E-02     -0.45229536E-02     -0.47906387E-04     -0.32321188E-02
      64     -0.44113116E-02     -0.45229536E-02     -0.48134778E-04     -0.32321188E-02
      65     -0.44160701E-02     -0.45229536E-02     -0.48416353E-04     -0.32321188E-02
      66     -0.44189020E-02     -0.45229536E-02     -0.48670881E-04     -0.32321188E-02
      67     -0.44232568E-02     -0.45229536E-02     -0.48997939E-04     -0.32321188E-02
      68     -0.44263745E-02     -0.45229536E-02     -0.49241301E-04     -0.32321188E-02
      69     -0.44301892E-02     -0.45229536E-02     -0.49503226E-04     -0.32321188E-02
      70     -0.44338360E-02     -0.45229536E-02     -0.49770210E-04     -0.32321188E-02
      71     -0.44366109E-02     -0.45229536E-02     -0.49985773E-04     -0.32321188E-02
      72     -0.44417364E-02     -0.45229536E-02     -0.50272011E-04     -0.32321188E-02
      73     -0.44447147E-02     -0.45229536E-02     -0.50606464E-04     -0.32321188E-02
      74     -0.44474889E-02     -0.45229536E-02     -0.50830459E-04     -0.32321188E-02
      75     -0.44497928E-02     -0.45229536E-02     -0.51070949E-04     -0.32321188E-02
      76     -0.44527600E-02     -0.45229536E-02     -0.51278434E-04     -0.32321188E-02
      77     -0.44542873E-02     -0.45229536E-02     -0.51490000E-04     -0.32321188E-02
      78     -0.44560975E-02     -0.45229536E-02     -0.51661653E-04     -0.32321188E-02
      79     -0.44575692E-02     -0.45229536E-02     -0.51843580E-04     -0.32321188E-02
      80     -0.44589141E-02     -0.45229536E-02     -0.52005638E-04     -0.32321188E-02
      81     -0.44603213E-02     -0.45229536E-02     -0.52162437E-04     -0.32321188E-02
      82     -0.44614267E-02     -0.45229536E-02     -0.52305477E-04     -0.32321188E-02
      83     -0.44623431E-02     -0.45229536E-02     -0.52442873E-04     -0.32321188E-02
      84     -0.44636530E-02     -0.45229536E-02     -0.52594709E-04     -0.32321188E-02
      85     -0.44645564E-02     -0.45229536E-02     -0.52756544E-04     -0.32321188E-02
      86     -0.44659030E-02     -0.45229536E-02     -0.52930926E-04     -0.32321188E-02
      87     -0.44668944E-02     -0.45229536E-02     -0.53053411E-04     -0.32321188E-02
      88     -0.44681240E-02     -0.45229536E-02     -0.53211628E-04     -0.32321188E-02
      89     -0.44691566E-02     -0.45229536E-02     -0.53353887E-04     -0.32321188E-02
      90     -0.44701226E-02     -0.45229536E-02     -0.53551913E-04     -0.32321188E-02
      91     -0.44710483E-02     -0.45229536E-02     -0.53707826E-04     -0.32321188E-02
      92     -0.44723468E-02     -0.45229536E-02     -0.53960629E-04     -0.32321188E-02
      93     -0.44734254E-02     -0.45229536E-02     -0.54187007E-04     -0.32321188E-02
      94     -0.44745150E-02     -0.45229536E-02     -0.54398472E-04     -0.32321188E-02
      95     -0.44754852E-02     -0.45229536E-02     -0.54588849E-04     -0.32321188E-02
      96     -0.44766849E-02     -0.45229536E-02     -0.54842349E-04     -0.32321188E-02
      97     -0.44783257E-02     -0.45229536E-02     -0.55102223E-04     -0.32321188E-02
      98     -0.44793821E-02     -0.45229536E-02     -0.55308630E-04     -0.32321188E-02
      99     -0.44804639E-02     -0.45229536E-02     -0.55500561E-04     -0.32321188E-02
     100     -0.44812062E-02     -0.45229536E-02     -0.55640668E-04     -0.32321188E-02
     101     -0.44820341E-02     -0.45229536E-02     -0.55822823E-04     -0.32321188E-02
     102     -0.44828964E-02     -0.45229536E-02     -0.56022134E-04     -0.32321188E-02
     103     -0.44862379E-02     -0.45229536E-02     -0.56804400E-04     -0.32321188E-02
     104     -0.44887163E-02     -0.45229536E-02     -0.57417823E-04     -0.32321188E-02
     105     -0.44906319E-02     -0.45229536E-02     -0.57991292E-04     -0.32321188E-02
     106     -0.44927485E-02     -0.45229536E-02     -0.58585216E-04     -0.32321188E-02
     107     -0.44943086E-02     -0.45229536E-02     -0.59143763E-04     -0.32321188E-02
     108     -0.44958290E-02     -0.45229536E-02     -0.59722105E-04     -0.32321188E-02
     109     -0.44974662E-02     -0.45229536E-02     -0.60319857E-04     -0.32321188E-02
     110     -0.44988249E-02     -0.45229536E-02     -0.60902361E-04     -0.32321188E-02
     111     -0.45002872E-02     -0.45229536E-02     -0.61522108E-04     -0.32321188E-02
     112     -0.45013296E-02     -0.45229536E-02     -0.62100488E-04     -0.32321188E-02
     113     -0.45024121E-02     -0.45229536E-02     -0.62674457E-04     -0.32321188E-02
     114     -0.45035753E-02     -0.45229536E-02     -0.63423185E-04     -0.32321188E-02
     115     -0.45047336E-02     -0.45229536E-02     -0.64159929E-04     -0.32321188E-02
     116     -0.45056413E-02     -0.45229536E-02     -0.64857363E-04     -0.32321188E-02
     117     -0.45067095E-02     -0.45229536E-02     -0.65778711E-04     -0.32321188E-02
     118     -0.45076908E-02     -0.45229536E-02     -0.66707548E-04     -0.32321188E-02
     119     -0.45087826E-02     -0.45229536E-02     -0.67750911E-04     -0.32321188E-02
     120     -0.45096864E-02     -0.45229536E-02     -0.68822844E-04     -0.32321188E-02
     121     -0.45104289E-02     -0.45229536E-02     -0.69785863E-04     -0.32321188E-02
     122     -0.45109627E-02     -0.45229536E-02     -0.70520222E-04     -0.32321188E-02
     123     -0.45115710E-02     -0.45229536E-02     -0.71404564E-04     -0.32321188E-02
     124     -0.45120935E-02     -0.45229536E-02     -0.72339368E-04     -0.32321188E-02
     125     -0.45125990E-02     -0.45229536E-02     -0.73221136E-04     -0.32321188E-02
     126     -0.45130315E-02     -0.45229536E-02     -0.74050978E-04     -0.32321188E-02
     127     -0.45134843E-02     -0.45229536E-02     -0.75034515E-04     -0.32321188E-02
     128     -0.45139563E-02     -0.45229536E-02     -0.76105602E-04     -0.32321188E-02
     129     -0.45143515E-02     -0.45229536E-02     -0.77201128E-04     -0.32321188E-02
     130     -0.45146974E-02     -0.45229536E-02     -0.78180486E-04     -0.32321188E-02
     131     -0.45150291E-02     -0.45229536E-02     -0.79161355E-04     -0.32321188E-02
     132     -0.45153958E-02     -0.45229536E-02     -0.80311637E-04     -0.32321188E-02
     133     -0.45156967E-02     -0.45229536E-02     -0.81380109E-04     -0.32321188E-02
     134     -0.45160261E-02     -0.45229536E-02     -0.82624445E-04     -0.32321188E-02
     135     -0.45163175E-02     -0.45229536E-02     -0.83804745E-04     -0.32321188E-02
     136     -0.45165879E-02     -0.45229536E-02     -0.84927975E-04     -0.32321188E-02
     137     -0.45168255E-02     -0.45229536E-02     -0.86092301E-04     -0.32321188E-02
     138     -0.45170611E-02     -0.45229536E-02     -0.87369547E-04     -0.32321188E-02
     139     -0.45172735E-02     -0.45229536E-02     -0.88568572E-04     -0.32321188E-02
     140     -0.45174947E-02     -0.45229536E-02     -0.90005860E-04     -0.32321188E-02
     141     -0.45176750E-02     -0.45229536E-02     -0.91228693E-04     -0.32321188E-02
     142     -0.45178629E-02     -0.45229536E-02     -0.92602351E-04     -0.32321188E-02
     143     -0.45180157E-02     -0.45229536E-02     -0.93877168E-04     -0.32321188E-02
     144     -0.45181949E-02     -0.45229536E-02     -0.95317971E-04     -0.32321188E-02
     145     -0.45183578E-02     -0.45229536E-02     -0.96770845E-04     -0.32321188E-02
     146     -0.45185245E-02     -0.45229536E-02     -0.98395477E-04     -0.32321188E-02
     147     -0.45186830E-02     -0.45229536E-02     -0.10019559E-03     -0.32321188E-02
     148     -0.45188169E-02     -0.45229536E-02     -0.10195894E-03     -0.32321188E-02
     149     -0.45189617E-02     -0.45229536E-02     -0.10394322E-03     -0.32321188E-02
     150     -0.45190985E-02     -0.45229536E-02     -0.10589129E-03     -0.32321188E-02
     151     -0.45192203E-02     -0.45229536E-02     -0.10787339E-03     -0.32321188E-02
     152     -0.45193285E-02     -0.45229536E-02     -0.11000386E-03     -0.32321188E-02
     153     -0.45194296E-02     -0.45229536E-02     -0.11216210E-03     -0.32321188E-02
     154     -0.45195287E-02     -0.45229536E-02     -0.11466178E-03     -0.32321188E-02
     155     -0.45196151E-02     -0.45229536E-02     -0.11705524E-03     -0.32321188E-02
     156     -0.45196923E-02     -0.45229536E-02     -0.11960361E-03     -0.32321188E-02
     157     -0.45197691E-02     -0.45229536E-02     -0.12231654E-03     -0.32321188E-02
     158     -0.45198354E-02     -0.45229536E-02     -0.12516233E-03     -0.32321188E-02
     159     -0.45199008E-02     -0.45229536E-02     -0.12846774E-03     -0.32321188E-02
